country,createdBy,createdDateTime,createdOn,endDate,genericDate1,genericDate10,genericDate2,genericDate3,genericDate4,genericDate5,genericDate6,genericDate7,genericNumber1,genericNumber10,genericNumber11,genericNumber12,genericNumber13,genericNumber14,genericNumber15,genericNumber16,genericNumber2,genericNumber3,genericNumber4,genericNumber5,genericNumber6,genericNumber7,genericNumber8,genericNumber9,genericString1,genericString10,genericString11,genericString12,genericString13,genericString14,genericString15,genericString16,genericString2,genericString3,genericString4,genericString5,lastModifiedBy,lastModifiedDateTime,lastModifiedOn,personIdExternal
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01266
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00054
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00017
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00047
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01267
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00010
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01264
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00022
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00003
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00020
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00087
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01269
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00039
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00014
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,20161207,,P00032
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00092
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00083
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00094
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01273
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,20161207,,P00023
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00063
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00056
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00070
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00065
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00028
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00060
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00085
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00104
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00072
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00051
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P00071
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00074
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00089
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00030
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00041
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00046
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00036
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00038
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00008
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00026
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00027
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00075
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00013
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00061
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00004
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00044
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00095
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00011
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00043
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P00045
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01271
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01272
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00052
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00007
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01270
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00093
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00015
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00033
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00006
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00098
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00103
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00099
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01276
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00106
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00107
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00109
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00110
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00111
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00112
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01278
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00113
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01279
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00114
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00115
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P01277
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P01280
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1371,,,,,,,,,,,,,20161207,,P00121
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00119
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00120
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00123
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00133
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00124
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01283
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00118
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P00131
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00134
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01282
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00128
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00135
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01286
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00132
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01288
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00140
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01397
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00145
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P00142
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00149
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00154
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00150
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00160
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00161
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P01290
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01291
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1367,,,,,,,,,,,,,20161207,,P01399
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00168
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00170
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00171
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01297
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01299
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01298
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00173
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00174
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01301
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,,,,,,,,,,20161207,,P00179
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01302
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00180
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00181
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00182
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01303
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01304
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00190
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00191
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00195
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01305
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00196
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00197
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P01306
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00202
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00203
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00204
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00205
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00200
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01309
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00148
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P00209
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01310
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00212
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01311
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01312
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00227
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00228
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00233
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01313
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01316
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00225
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00237
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00238
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01317
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P00244
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00245
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P00255
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01320
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00230
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00222
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00250
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P00252
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00224
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01429
GBR,admin,20161207,,20161125,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00248
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00231
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00240
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P00261
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1371,,,,,,,,,,,,,20161207,,P01324
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01322
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00260
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00257
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3311,,,,,,,,,,,,,20161207,,P00270
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00263
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P00279
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00234
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00262
GBR,admin,20161207,,20170106,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00266
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00267
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P01328
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01327
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00274
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00283
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00259
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01951
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00268
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00287
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00277
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00278
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,20161207,,P01329
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00269
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01330
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,3309,,,,,,,,,,,,,20161207,,P00271
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00282
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00284
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01331
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00281
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01323
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,,,,,,,,,20161207,,P01334
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01335
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P00293
GBR,admin,20161207,,99991231,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,,,,20161207,,P01333
