"ROW_ID","OBJECT_TYPE","INTERNAL_ID","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","EFFECTIVE_STATUS","EXTERNAL_CODE","EXTERNAL_NAME","SF_FIELD1","SF_FIELD2","SF_FIELD3","SF_FIELD4","SF_FIELD5","SF_FIELD6","SF_FIELD7","SF_FIELD8","SF_FIELD9","SF_FIELD10","SF_FIELD11","SF_FIELD12","SF_FIELD13","SF_FIELD14","SF_FIELD15","CUSTOM_FIELD1","CUSTOM_FIELD2","CREATED_DATE","LAST_MODIFIED_DATE","PARENT_ROW_ID","RECORD_STATUS","OBJECT_TYPE_ID"
"90580","BusinessUnit","8501003","19000101","99991231","A","BU_0003","8501505","8501506",,,,,,,,,,,,,,,,,"20160724","20170112",,"N","118"
"90613","BusinessUnit","8501004","19000101","99991231","A","BU_0004","8501507","8501508",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90598","BusinessUnit","8501005","19000101","99991231","A","BU_0005","8501509","8501510",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90616","BusinessUnit","8501006","19000101","99991231","A","BU_0006","8501511","8501512",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90583","BusinessUnit","8501007","19000101","99991231","A","BU_0007","8501513","8501514",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90586","BusinessUnit","8501008","19000101","99991231","A","BU_0008","8501515","8501516",,,,,,,,,,,,,,,,,"20160724","20160810",,"N","118"
"90592","BusinessUnit","8501009","19000101","99991231","A","BU_0009","8501517","8501518",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90595","BusinessUnit","8501010","19000101","99991231","A","BU_0010","8501519","8501520",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90601","BusinessUnit","8501011","19000101","99991231","A","BU_0011","8501521","8501522",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"90604","BusinessUnit","8501012","19000101","99991231","A","BU_0012","8501523","8501524",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"2390049","BusinessUnit","124500049","19000101","99991231","A","BU_0013","124500050","124500051",,,,,,,,,,,,,,,,,"20161203","20161214",,"N","118"
"38360501","BusinessUnit","260000501","19000101","99991231","A","BU_0014","260000502","260000503",,,,,,,,,,,,,,,,,"20170129","20170203",,"N","118"
"90589","BusinessUnit","8501013","19000101","99991231","A","BU_0015","8501525","8501526",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","118"
"100202","CostCenter","9001001","19000101","99991231","A","30001","9001503","9001504",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100205","CostCenter","9001002","19000101","99991231","A","30002","9001505","9001506",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100208","CostCenter","9001003","19000101","99991231","A","30003","9001507","9001508",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100214","CostCenter","9001004","19000101","99991231","A","30004","9001509","9001510",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100145","CostCenter","9001005","19000101","99991231","A","30005","9001511","9001512",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100175","CostCenter","9001006","19000101","99991231","A","30006","9001513","9001514",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100181","CostCenter","9001007","19000101","99991231","A","30007","9001515","9001516",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100184","CostCenter","9001008","19000101","99991231","A","30008","9001517","9001518",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100190","CostCenter","9001009","19000101","99991231","A","30009","9001519","9001520",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100061","CostCenter","9001010","19000101","99991231","A","30010","9001521","9001522",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100118","CostCenter","9001011","19000101","99991231","A","44002","9001523","9001524",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100121","CostCenter","9001012","19000101","99991231","A","44003","9001525","9001526",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100124","CostCenter","9001013","19000101","99991231","A","44004","9001527","9001528",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100115","CostCenter","9001014","19000101","99991231","A","44007","9001529","9001530",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100298","CostCenter","9001015","19000101","99991231","A","44008","9001531","9001532",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100217","CostCenter","9001016","19000101","99991231","A","44011","9001533","9001534",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100178","CostCenter","9001017","19000101","99991231","A","44013","9001535","9001536",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100187","CostCenter","9001018","19000101","99991231","A","44015","9001537","9001538",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100196","CostCenter","9001019","19000101","99991231","A","44016","9001539","9001540",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100193","CostCenter","9001020","19000101","99991231","A","44017","9001541","9001542",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100199","CostCenter","9001021","19000101","99991231","A","44018","9001543","9001544",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100265","CostCenter","9001022","19000101","99991231","A","44019","9001545","9001546",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100334","CostCenter","9001023","19000101","99991231","A","44020","9001547","9001548",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100331","CostCenter","9001024","19000101","99991231","A","44021","9001549","9001550",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"1660002","CostCenter","83500002","19000101","99991231","A","44022","83500003","83500004",,,,,,,,,,,,,,,,,"20161110","20161110",,"N","115"
"100328","CostCenter","9001025","19000101","99991231","A","44025","9001551","9001552",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100325","CostCenter","9001026","19000101","99991231","A","44027","9001553","9001554",,,,,,,,,,,,,,,,,"20160724","20161110",,"N","115"
"100055","CostCenter","9001027","19000101","99991231","A","44031","9001555","9001556",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100100","CostCenter","9001028","19000101","99991231","A","44033","9001557","9001558",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100076","CostCenter","9001029","19000101","99991231","A","44035","9001559","9001560",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100067","CostCenter","9001030","19000101","99991231","A","44037","9001561","9001562",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100274","CostCenter","9001031","19000101","99991231","A","44041","9001563","9001564",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100277","CostCenter","9001032","19000101","99991231","A","44042","9001565","9001566",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100280","CostCenter","9001033","19000101","99991231","A","44043","9001567","9001568",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"23962505","CostCenter","172002544","19000101","99991231","A","44044","172002545","172002546",,,,,,,,,,,,,,,,,"20161221","20161221",,"N","115"
"100319","CostCenter","9001034","19000101","99991231","A","44045","9001569","9001570",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100316","CostCenter","9001035","19000101","99991231","A","44046","9001571","9001572",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100322","CostCenter","9001036","19000101","99991231","A","44048","9001573","9001574",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100313","CostCenter","9001037","19000101","99991231","A","44049","9001575","9001576",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100154","CostCenter","9001038","19000101","99991231","A","44051","9001577","9001578",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100151","CostCenter","9001039","19000101","99991231","A","44052","9001579","9001580",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"23962513","CostCenter","172002552","19000101","99991231","A","44053","172002553","172002554",,,,,,,,,,,,,,,,,"20161221","20161221",,"N","115"
"100166","CostCenter","9001040","19000101","99991231","A","44055","9001581","9001582",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100160","CostCenter","9001041","19000101","99991231","A","44058","9001583","9001584",,,,,,,,,,,,,,,,,"20160724","20161216",,"N","115"
"100163","CostCenter","9001042","19000101","99991231","A","44059","9001585","9001586",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100010","CostCenter","9001043","19000101","99991231","A","44060","9001587","9001588",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100022","CostCenter","9001044","19000101","99991231","A","44061","9001589","9001590",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100019","CostCenter","9001045","19000101","99991231","A","44062","9001591","9001592",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100031","CostCenter","9001046","19000101","99991231","A","44063","9001593","9001594",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100025","CostCenter","9001047","19000101","99991231","A","44064","9001595","9001596",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100034","CostCenter","9001048","19000101","99991231","A","44065","9001597","9001598",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100040","CostCenter","9001049","19000101","99991231","A","44066","9001599","9001600",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"28460015","CostCenter","216000015","19000101","99991231","A","44067","216000016","216000017",,,,,,,,,,,,,,,,,"20170113","20170113",,"N","115"
"100037","CostCenter","9001050","19000101","99991231","A","44068","9001601","9001602",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100235","CostCenter","9001051","19000101","99991231","A","44070","9001603","9001604",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100238","CostCenter","9001052","19000101","99991231","A","44071","9001605","9001606",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100229","CostCenter","9001053","19000101","99991231","A","44072","9001607","9001608",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100232","CostCenter","9001054","19000101","99991231","A","44073","9001609","9001610",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100244","CostCenter","9001055","19000101","99991231","A","44074","9001611","9001612",,,,,,,,,,,,,,,,,"20160724","20161119",,"N","115"
"100247","CostCenter","9001056","19000101","99991231","A","44075","9001613","9001614",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100241","CostCenter","9001057","19000101","99991231","A","44076","9001615","9001616",,,,,,,,,,,,,,,,,"20160724","20161110",,"N","115"
"100259","CostCenter","9001058","19000101","99991231","A","44077","9001617","9001618",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100271","CostCenter","9001059","19000101","99991231","A","44078","9001619","9001620",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100268","CostCenter","9001060","19000101","99991231","A","44079","9001621","9001622",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100106","CostCenter","9001061","19000101","99991231","A","44080","9001623","9001624",,,,,,,,,,,,,,,,,"20160724","20161119",,"N","115"
"100136","CostCenter","9001062","19000101","99991231","A","44081","9001625","9001626",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100133","CostCenter","9001063","19000101","99991231","A","44082","9001627","9001628",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"24161029","CostCenter","174001029","19000101","99991231","A","44083","174001030","174001031",,,,,,,,,,,,,,,,,"20161221","20161222",,"N","115"
"100130","CostCenter","9001064","19000101","99991231","A","44085","9001629","9001630",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100127","CostCenter","9001065","19000101","99991231","A","44086","9001631","9001632",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"22210002","CostCenter","154500002","19000101","99991231","A","44087","154500003","154500004",,,,,,,,,,,,,,,,,"20161214","20161214",,"N","115"
"100112","CostCenter","9001066","19000101","99991231","A","44088","9001633","9001634",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"1670002","CostCenter","84000002","19000101","99991231","A","44089","84000003","84000004",,,,,,,,,,,,,,,,,"20161111","20161111",,"N","115"
"24161032","CostCenter","174001032","19000101","99991231","A","44090","174001033","174001034",,,,,,,,,,,,,,,,,"20161221","20161222",,"N","115"
"28460009","CostCenter","216000009","19000101","99991231","A","44092","216000010","216000011",,,,,,,,,,,,,,,,,"20170113","20170113",,"N","115"
"22761012","CostCenter","160001012","19000101","99991231","A","44095","160001013","160001014",,,,,,,,,,,,,,,,,"20161216","20161216",,"N","115"
"100049","CostCenter","9001067","19000101","99991231","A","44100","9001635","9001636",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100211","CostCenter","9001068","19000101","99991231","A","44111","9001637","9001638",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100256","CostCenter","9001069","19000101","99991231","A","44120","9001639","9001640",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100301","CostCenter","9001070","19000101","99991231","A","44130","9001641","9001642",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100148","CostCenter","9001071","19000101","99991231","A","44190","9001643","9001644",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100073","CostCenter","9001072","19000101","99991231","A","44200","9001645","9001646",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100070","CostCenter","9001073","19000101","99991231","A","44201","9001647","9001648",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100064","CostCenter","9001074","19000101","99991231","A","44202","9001649","9001650",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100088","CostCenter","9001075","19000101","99991231","A","44203","9001651","9001652",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100082","CostCenter","9001076","19000101","99991231","A","44204","9001653","9001654",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100079","CostCenter","9001077","19000101","99991231","A","44205","9001655","9001656",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100094","CostCenter","9001078","19000101","99991231","A","44207","9001657","9001658",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100091","CostCenter","9001079","19000101","99991231","A","44208","9001659","9001660",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100220","CostCenter","9001080","19000101","99991231","A","44210","9001661","9001662",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"1660006","CostCenter","83500006","19000101","99991231","A","44211","83500007","83500008",,,,,,,,,,,,,,,,,"20161110","20161110",,"N","115"
"1660011","CostCenter","83500010","19000101","99991231","A","44212","83500011","83500012",,,,,,,,,,,,,,,,,"20161110","20161221",,"N","115"
"630001","CostCenter","32500001","19000101","99991231","A","44213","32500002","32500003",,,,,,,,,,,,,,,,,"20160825","20161221",,"N","115"
"28460012","CostCenter","216000012","19000101","99991231","A","44215","216000013","216000014",,,,,,,,,,,,,,,,,"20170113","20170113",,"N","115"
"100028","CostCenter","9001081","19000101","99991231","A","44250","9001663","9001664",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100058","CostCenter","9001082","19000101","99991231","A","44300","9001665","9001666",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100013","CostCenter","9001083","19000101","99991231","A","44400","9001667","9001668",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100253","CostCenter","9001084","19000101","99991231","A","44410","9001669","9001670",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100262","CostCenter","9001085","19000101","99991231","A","44414","9001671","9001672",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100304","CostCenter","9001086","19000101","99991231","A","44420","9001673","9001674",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100157","CostCenter","9001087","19000101","99991231","A","44430","9001675","9001676",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100085","CostCenter","9001088","19000101","99991231","A","44450","9001677","9001678",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100109","CostCenter","9001089","19000101","99991231","A","44520","9001679","9001680",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100103","CostCenter","9001090","19000101","99991231","A","44521","9001681","9001682",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"23962522","CostCenter","172002561","19000101","99991231","A","44522","172002562","172002563",,,,,,,,,,,,,,,,,"20161221","20161221",,"N","115"
"23962526","CostCenter","172002565","19000101","99991231","A","44523","172002566","172002567",,,,,,,,,,,,,,,,,"20161221","20161221",,"N","115"
"100223","CostCenter","9001091","19000101","99991231","A","44540","9001683","9001684",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100052","CostCenter","9001092","19000101","99991231","A","44550","9001685","9001686",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100043","CostCenter","9001093","19000101","99991231","A","44555","9001687","9001688",,,,,,,,,,,,,,,,,"20160724","20161111",,"N","115"
"100307","CostCenter","9001094","19000101","99991231","A","44560","9001689","9001690",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100169","CostCenter","9001095","19000101","99991231","A","44570","9001691","9001692",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100172","CostCenter","9001096","19000101","99991231","A","44571","9001693","9001694",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100142","CostCenter","9001097","19000101","99991231","A","44575","9001695","9001696",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100139","CostCenter","9001098","19000101","99991231","A","44576","9001697","9001698",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100004","CostCenter","9001099","19000101","99991231","A","44600","9001699","9001700",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100007","CostCenter","9001100","19000101","99991231","A","44601","9001501","9001502",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100016","CostCenter","9001101","19000101","99991231","A","44605","9001701","9001702",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100250","CostCenter","9001102","19000101","99991231","A","44610","9001703","9001704",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100046","CostCenter","9001103","19000101","99991231","A","44650","9001705","9001706",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100097","CostCenter","9001104","19000101","99991231","A","44700","9001707","9001708",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"28460006","CostCenter","216000006","19000101","99991231","A","44707","216000007","216000008",,,,,,,,,,,,,,,,,"20170113","20170113",,"N","115"
"100286","CostCenter","9001105","19000101","99991231","A","44900","9001709","9001710",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100289","CostCenter","9001106","19000101","99991231","A","44901","9001711","9001712",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100226","CostCenter","9001107","19000101","99991231","A","45000","9001713","9001714",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100295","CostCenter","9001108","19000101","99991231","A","47002","9001715","9001716",,,,,,,,,,,,,,,,,"20160724","20161221",,"N","115"
"100292","CostCenter","9001109","19000101","99991231","A","47004","9001717","9001718",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"100283","CostCenter","9001110","19000101","99991231","A","47006","9001719","9001720",,,,,,,,,,,,,,,,,"20160724","20161119",,"N","115"
"2360541","CostCenter","123000541","19000101","99991231","A","47007","123000542","123000543",,,,,,,,,,,,,,,,,"20161203","20161203",,"N","115"
"100310","CostCenter","9001111","19000101","99991231","A","99999","9001721","9001722",,,,,,,,,,,,,,,,,"20160724","20160724",,"N","115"
"20204","Country","1000138","19000101","99991231","A","ABW","1000139",,,"129500245",,"1",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20106","Country","1000272","19000101","99991231","A","AFG","1000273",,,"129500026",,"2",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20134","Country","1000242","19000101","99991231","A","AGO","1000243",,,"129500130",,"3",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20150","Country","1000346","19000101","99991231","A","AIA","1000347",,,"129500224",,"4",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20520","Country","1000376","19000101","99991231","A","ALA","1000377",,,,,"5",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20528","Country","1000378","19000101","99991231","A","ALB","1000379",,,"129500215",,"6",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20314","Country","1000446","19000101","99991231","A","AND","1000447",,,"6001003",,"7",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20326","Country","1000536","19000101","99991231","A","ANT","1000537",,,"129500162",,"8",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20212","Country","1000088","19000101","99991231","A","ARE","1000089",,,"129500064",,"9",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20214","Country","1000094","19000101","99991231","A","ARG","1000095",,,"129500034",,"10",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20198","Country","1000096","19000101","99991231","A","ARM","1000097",,,"129500194",,"11",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20160","Country","1000114","19000101","99991231","A","ASM","1000115",,,"6001006",,"12",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20272","Country","1000170","19000101","99991231","A","ATA","1000171",,,,,"13",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20266","Country","1000142","19000101","99991231","A","ATF","1000143",,,"6001003",,"14",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20260","Country","1000132","19000101","99991231","A","ATG","1000133",,,"129500224",,"15",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20226","Country","1000182","19000101","99991231","A","AUS","1000183",,,"6001001",,"16",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20096","Country","1000214","19000101","99991231","A","AUT","1000215",,,"6001003",,"17",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20470","Country","1000330","19000101","99991231","A","AZE","1000331",,,"129500166",,"18",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20194","Country","1000120","19000101","99991231","A","BDI","1000121",,,"129500110",,"19",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20268","Country","1000176","19000101","99991231","A","BEL","1000177",,,"6001003",,"20",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20278","Country","1000172","19000101","99991231","A","BEN","1000173",,,"129500233",,"21",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20288","Country","1000148","19000101","99991231","A","BFA","1000149",,,"129500233",,"22",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20222","Country","1000186","19000101","99991231","A","BGD","1000187",,,"129500243",,"23",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20058","Country","1000212","19000101","99991231","A","BGR","1000213",,,"129500172",,"24",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20072","Country","1000238","19000101","99991231","A","BHR","1000239",,,"129500153",,"25",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20136","Country","1000240","19000101","99991231","A","BHS","1000241",,,"129500198",,"26",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20152","Country","1000278","19000101","99991231","A","BIH","1000279",,,"129500349",,"27",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20454","Country","1000352","19000101","99991231","A","BLM","1000353",,,"6001003",,"28",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20444","Country","1000372","19000101","99991231","A","BLR","1000373",,,"129500365",,"29",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20464","Country","1000382","19000101","99991231","A","BLZ","1000383",,,"129500351",,"30",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20538","Country","1000396","19000101","99991231","A","BMU","1000397",,,"6001002",,"31",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20506","Country","1000442","19000101","99991231","A","BOL","1000443",,,"129500303",,"32",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20420","Country","1000546","19000101","99991231","A","BRA","1000547",,,"129500219",,"33",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20430","Country","1000552","19000101","99991231","A","BRB","1000553",,,"129500322",,"34",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20432","Country","1000540","19000101","99991231","A","BRN","1000541",,,"129500333",,"35",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20156","Country","1000066","19000101","99991231","A","BTN","1000067",,,"129500112",,"36",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20284","Country","1000216","19000101","99991231","A","BVT","1000217",,,"129500248",,"37",,,,,,,,,,,,,"20160721","20160721",,"N","26"
"20274","Country","1000210","19000101","99991231","A","BWA","1000211",,,"129500068",,"38",,,,,,,,,,,,,"20160721","20160721",,"N","26"
