"OBJECT_ID","INTERNAL_CODE","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","EFFECTIVE_STATUS","OBJECT_NAME","JOB_LEVEL","DESCRIPTION","JOB_FUNCTION_ICODE","JOB_FAMILY_ICODE"
"4833","541","19000101","99991231","A","JC3623",,,,
"4834","3901","19000101","99991231","I","JC2812",,"JC2812",,
"4835","3922","19000101","99991231","I","JC2812",,"JC2812",,
"4836","3925","19000101","99991231","I","JC2812",,"JC2812",,
"4837","3930","19000101","99991231","I","JC2812",,"JC2812",,
"4838","3931","19000101","99991231","I","JC2812",,"JC2812",,
"4839","549","19000101","99991231","A","JC501",,,,
"4840","3936","19000101","99991231","I","JC2823",,"JC2823",,
"4841","3939","19000101","99991231","I","JC2823",,"JC2823",,
"4842","556","19000101","99991231","A","JC507",,,,
"4843","560","19000101","99991231","A","JC511",,,,
"4844","3947","19000101","99991231","I","JC2829",,"JC2829",,
"4845","3950","19000101","99991231","I","JC2829",,"JC2829",,
"4846","564","19000101","99991231","A","JC514",,,,
"4847","3959","19000101","99991231","I","JC2832",,"JC2832",,
"4849","3963","19000101","99991231","I","JC2832",,"JC2832",,
"4851","3966","19000101","99991231","I","JC2832",,"JC2832",,
"4853","567","19000101","99991231","A","JC518",,,,
"4855","3972","19000101","99991231","I","JC2835",,"JC2835",,
"4857","571","19000101","99991231","A","JC522",,,,
"4859","3981","19000101","99991231","I","JC2837",,"JC2837",,
"4860","3985","19000101","99991231","I","JC2837",,"JC2837",,
"4862","3989","19000101","99991231","I","JC2837",,"JC2837",,
"4863","574","19000101","99991231","A","JC525",,,,
"4866","578","19000101","99991231","A","JC529",,,,
"4868","4000","19000101","99991231","I","JC2843",,"JC2843",,
"4870","4004","19000101","99991231","I","JC2843",,"JC2843",,
"4871","582","19000101","99991231","A","JC532",,,,
"4956","4009","19000101","99991231","I","JC2846",,"JC2846",,
"4959","4012","19000101","99991231","I","JC2846",,"JC2846",,
"4748","3733","19000101","99991231","I","JC2721",,"JC2721",,
"4751","471","19000101","99991231","A","JC426",,,,
"4754","3741","19000101","99991231","I","JC2734",,"JC2734",,
"4758","3748","19000101","99991231","I","JC2734",,"JC2734",,
"4760","3752","19000101","99991231","I","JC2734",,"JC2734",,
"4763","3756","19000101","99991231","I","JC2734",,"JC2734",,
"4766","476","19000101","99991231","A","JC431",,,,
"4768","3763","19000101","99991231","I","JC2742",,"JC2742",,
"4772","3764","19000101","99991231","I","JC2742",,"JC2742",,
"4775","3769","19000101","99991231","I","JC2742",,"JC2742",,
"4779","3771","19000101","99991231","I","JC2742",,"JC2742",,
"4783","480","19000101","99991231","I","JC2748",,"JC2748",,
"4785","484","19000101","99991231","A","JC434",,,,
"4788","3780","19000101","99991231","I","JC434",,"JC434",,
"4791","3783","19000101","99991231","I","JC434",,"JC434",,
"4793","3787","19000101","99991231","I","JC434",,"JC434",,
"4794","485","19000101","99991231","A","JC438",,,,
"4797","488","19000101","99991231","A","JC442",,,,
"4798","3796","19000101","99991231","I","JC2754",,"JC2754",,
"4799","3800","19000101","99991231","I","JC2754",,"JC2754",,
"4801","492","19000101","99991231","A","JC445",,,,
"4804","497","19000101","99991231","A","JC449",,,,
"4805","3809","19000101","99991231","I","JC2760",,"JC2760",,
"4807","501","19000101","99991231","A","JC456",,,,
"4809","3811","19000101","99991231","I","JC2764",,"JC2764",,
"4810","509","19000101","99991231","A","JC461",,,,
"4811","3817","19000101","99991231","I","JC2769",,"JC2769",,
"4812","3821","19000101","99991231","I","JC2769",,"JC2769",,
"4813","3831","19000101","99991231","I","JC2769",,"JC2769",,
"4814","3835","19000101","99991231","I","JC2769",,"JC2769",,
"4815","3838","19000101","99991231","I","JC2769",,"JC2769",,
"4816","514","19000101","99991231","A","JC465",,,,
"4817","518","19000101","99991231","A","JC469",,,,
"4818","3847","19000101","99991231","I","JC2782",,"JC2782",,
"4819","3851","19000101","99991231","I","JC2780",,"JC2780",,
"4820","3855","19000101","99991231","I","JC2780",,"JC2780",,
"4821","3859","19000101","99991231","I","JC2780",,"JC2780",,
"4822","522","19000101","99991231","A","JC472",,,,
"4823","525","19000101","99991231","A","JC475",,,,
"7138","5323","19000101","99991231","I","JC2033",,"JC2033",,
"7139","5324","19000101","99991231","I","JC2033",,"JC2033",,
"7140","5325","19000101","99991231","I","JC2033",,"JC2033",,
"7141","5327","19000101","99991231","I","JC2033",,"JC2033",,
"7142","5329","19000101","99991231","I","JC2033",,"JC2033",,
"7143","5330","19000101","99991231","I","JC2033",,"JC2033",,
"7144","5332","19000101","99991231","I","JC2033",,"JC2033",,
"7145","5334","19000101","99991231","I","JC2033",,"JC2033",,
"7146","5336","19000101","99991231","I","JC2033",,"JC2033",,
"7147","5338","19000101","99991231","I","JC2033",,"JC2033",,
"7148","5341","19000101","99991231","I","JC2033",,"JC2033",,
"7149","5347","19000101","99991231","I","JC2033",,"JC2033",,
"7150","5349","19000101","99991231","I","JC2033",,"JC2033",,
"7151","5351","19000101","99991231","I","JC2033",,"JC2033",,
"7152","5353","19000101","99991231","I","JC2033",,"JC2033",,
"7153","5354","19000101","99991231","I","JC2033",,"JC2033",,
"7154","5356","19000101","99991231","I","JC2033",,"JC2033",,
"7155","5358","19000101","99991231","I","JC2033",,"JC2033",,
"7156","5360","19000101","99991231","I","JC2033",,"JC2033",,
"7157","5362","19000101","99991231","I","JC2033",,"JC2033",,
"7158","5363","19000101","99991231","I","JC2033",,"JC2033",,
"7159","5364","19000101","99991231","I","JC2033",,"JC2033",,
"7160","5365","19000101","99991231","I","JC2033",,"JC2033",,
"7161","5366","19000101","99991231","I","JC2033",,"JC2033",,
"7162","5367","19000101","99991231","I","JC2033",,"JC2033",,
"7163","5368","19000101","99991231","I","JC2033",,"JC2033",,
"7164","5370","19000101","99991231","I","JC2033",,"JC2033",,
"7165","5372","19000101","99991231","I","JC2033",,"JC2033",,
"7166","5374","19000101","99991231","I","JC2033",,"JC2033",,
"7167","5376","19000101","99991231","I","JC2033",,"JC2033",,
"7168","5377","19000101","99991231","I","JC2033",,"JC2033",,
"7169","5379","19000101","99991231","I","JC2033",,"JC2033",,
"7170","5381","19000101","99991231","I","JC2033",,"JC2033",,
"7171","5387","19000101","99991231","I","JC2033",,"JC2033",,
"7172","5389","19000101","99991231","I","JC2033",,"JC2033",,
"7173","5391","19000101","99991231","I","JC2033",,"JC2033",,
"7174","5393","19000101","99991231","I","JC2033",,"JC2033",,
"7175","5394","19000101","99991231","I","JC2033",,"JC2033",,
"7098","978","19000101","99991231","A","JC872",,,,
"7099","982","19000101","99991231","A","JC875",,,,
"7100","5266","19000101","99991231","I","JC3354",,"JC3354",,
"7101","5267","19000101","99991231","I","JC3354",,"JC3354",,
"7102","985","19000101","99991231","A","JC878",,,,
"7103","5270","19000101","99991231","I","JC3357",,"JC3357",,
"7104","5271","19000101","99991231","I","JC3357",,"JC3357",,
"7105","988","19000101","99991231","A","JC881",,,,
"7106","5272","19000101","99991231","I","JC3359",,"JC3359",,
"7107","5273","19000101","99991231","I","JC3359",,"JC3359",,
"7108","992","19000101","99991231","A","JC886",,,,
"7109","996","19000101","99991231","A","JC890",,,,
"7110","5274","19000101","99991231","I","JC3363",,"JC3363",,
"7111","1000","19000101","99991231","I","JC2033",,"JC2033",,
"7112","5275","19000101","99991231","I","JC2033",,"JC2033",,
"7113","1001","19000101","99991231","A","JC899",,,,
"7114","5278","19000101","99991231","I","JC3365",,"JC3365",,
"7115","5280","19000101","99991231","I","JC3365",,"JC3365",,
"7116","5282","19000101","99991231","I","JC3365",,"JC3365",,
"7117","1007","19000101","99991231","I","JC2033",,"JC2033",,
"7118","5283","19000101","99991231","I","JC2033",,"JC2033",,
"7119","5284","19000101","99991231","I","JC2033",,"JC2033",,
"7120","5285","19000101","99991231","I","JC2033",,"JC2033",,
"7121","5287","19000101","99991231","I","JC2033",,"JC2033",,
"7122","5289","19000101","99991231","I","JC2033",,"JC2033",,
"7123","5291","19000101","99991231","I","JC2033",,"JC2033",,
"7124","5293","19000101","99991231","I","JC2033",,"JC2033",,
"7125","5295","19000101","99991231","I","JC2033",,"JC2033",,
"7126","5297","19000101","99991231","I","JC2033",,"JC2033",,
"7127","5299","19000101","99991231","I","JC2033",,"JC2033",,
"7128","5301","19000101","99991231","I","JC2033",,"JC2033",,
"7129","5307","19000101","99991231","I","JC2033",,"JC2033",,
"7130","5308","19000101","99991231","I","JC2033",,"JC2033",,
"7131","5310","19000101","99991231","I","JC2033",,"JC2033",,
"7132","5312","19000101","99991231","I","JC2033",,"JC2033",,
"7133","5314","19000101","99991231","I","JC2033",,"JC2033",,
"7134","5316","19000101","99991231","I","JC2033",,"JC2033",,
"7135","5318","19000101","99991231","I","JC2033",,"JC2033",,
"7136","5320","19000101","99991231","I","JC2033",,"JC2033",,
"7059","5222","19000101","99991231","I","JC843",,"JC843",,
"7060","5223","19000101","99991231","I","JC843",,"JC843",,
"7061","5224","19000101","99991231","I","JC843",,"JC843",,
"7062","5225","19000101","99991231","I","JC843",,"JC843",,
"7063","5226","19000101","99991231","I","JC843",,"JC843",,
"7064","5227","19000101","99991231","I","JC843",,"JC843",,
"7065","5228","19000101","99991231","I","JC843",,"JC843",,
"7066","5230","19000101","99991231","I","JC843",,"JC843",,
"7067","5231","19000101","99991231","I","JC843",,"JC843",,
"7068","5232","19000101","99991231","I","JC843",,"JC843",,
"7069","5233","19000101","99991231","I","JC843",,"JC843",,
"7070","5234","19000101","99991231","I","JC843",,"JC843",,
"7071","5235","19000101","99991231","I","JC843",,"JC843",,
"7072","5236","19000101","99991231","I","JC843",,"JC843",,
"7073","5237","19000101","99991231","I","JC843",,"JC843",,
"7074","5239","19000101","99991231","I","JC843",,"JC843",,
"7075","5240","19000101","99991231","I","JC843",,"JC843",,
"7076","5241","19000101","99991231","I","JC843",,"JC843",,
"7077","5244","19000101","99991231","I","JC843",,"JC843",,
"7078","5246","19000101","99991231","I","JC843",,"JC843",,
"7079","946","19000101","99991231","I","JC2033",,"JC2033",,
"7080","5248","19000101","99991231","I","JC2033",,"JC2033",,
"7081","5249","19000101","99991231","I","JC2033",,"JC2033",,
"7082","5250","19000101","99991231","I","JC2033",,"JC2033",,
"7083","5252","19000101","99991231","I","JC2033",,"JC2033",,
"7084","949","19000101","99991231","A","JC849",,,,
"7085","5255","19000101","99991231","I","JC3346",,"JC3346",,
"7086","954","19000101","99991231","A","JC853",,,,
"7087","5258","19000101","99991231","I","JC3347",,"JC3347",,
"7088","5260","19000101","99991231","I","JC3347",,"JC3347",,
"7089","957","19000101","99991231","A","JC857",,,,
"7090","962","19000101","99991231","A","JC860",,,,
"7091","5262","19000101","99991231","I","JC3350",,"JC3350",,
"7092","965","19000101","99991231","I","JC2033",,"JC2033",,
"7093","966","19000101","99991231","A","JC863",,,,
"7094","971","19000101","99991231","I","JC2033",,"JC2033",,
"7095","5263","19000101","99991231","I","JC2033",,"JC2033",,
"7096","5264","19000101","99991231","I","JC2033",,"JC2033",,
"7097","973","19000101","99991231","A","JC868",,,,
"4712","3935","19000101","99991231","I","JC2796",,"JC2796",,
"4715","3937","19000101","99991231","I","JC2796",,"JC2796",,
"4717","3940","19000101","99991231","I","JC2796",,"JC2796",,
"4721","3943","19000101","99991231","I","JC2796",,"JC2796",,
"4725","3945","19000101","99991231","I","JC2796",,"JC2796",,
"4728","3949","19000101","99991231","I","JC2796",,"JC2796",,
"4731","3952","19000101","99991231","I","JC2796",,"JC2796",,
"4734","3957","19000101","99991231","I","JC2796",,"JC2796",,
"4737","3961","19000101","99991231","I","JC2796",,"JC2796",,
"4739","3970","19000101","99991231","I","JC2796",,"JC2796",,
"4741","3973","19000101","99991231","I","JC2796",,"JC2796",,
"4744","3978","19000101","99991231","I","JC2796",,"JC2796",,
"4747","3980","19000101","99991231","I","JC2796",,"JC2796",,
"4749","3983","19000101","99991231","I","JC2796",,"JC2796",,
"4649","3871","19000101","99991231","I","JC2796",,"JC2796",,
"4651","3873","19000101","99991231","I","JC2796",,"JC2796",,
"4653","3874","19000101","99991231","I","JC2796",,"JC2796",,
"4655","3875","19000101","99991231","I","JC2796",,"JC2796",,
"4657","3876","19000101","99991231","I","JC2796",,"JC2796",,
"4659","3877","19000101","99991231","I","JC2796",,"JC2796",,
"4661","3880","19000101","99991231","I","JC2796",,"JC2796",,
"4664","3884","19000101","99991231","I","JC2796",,"JC2796",,
"4666","3888","19000101","99991231","I","JC2796",,"JC2796",,
"4669","3890","19000101","99991231","I","JC2796",,"JC2796",,
"4672","3894","19000101","99991231","I","JC2796",,"JC2796",,
"4675","3898","19000101","99991231","I","JC2796",,"JC2796",,
"4678","3902","19000101","99991231","I","JC2796",,"JC2796",,
"4680","3906","19000101","99991231","I","JC2796",,"JC2796",,
"4683","3909","19000101","99991231","I","JC2796",,"JC2796",,
"4686","3911","19000101","99991231","I","JC2796",,"JC2796",,
"4689","3914","19000101","99991231","I","JC2796",,"JC2796",,
"4692","3916","19000101","99991231","I","JC2796",,"JC2796",,
"4694","3919","19000101","99991231","I","JC2796",,"JC2796",,
"4696","3923","19000101","99991231","I","JC2796",,"JC2796",,
"4699","3926","19000101","99991231","I","JC2796",,"JC2796",,
"4702","3929","19000101","99991231","I","JC2796",,"JC2796",,
"4704","3932","19000101","99991231","I","JC2796",,"JC2796",,
"4706","3933","19000101","99991231","I","JC2796",,"JC2796",,
"4709","3934","19000101","99991231","I","JC2796",,"JC2796",,
"4596","3802","19000101","99991231","I","JC2744",,"JC2744",,
"4598","3805","19000101","99991231","I","JC2744",,"JC2744",,
"4599","1876","19000101","99991231","A","JC1675",,,,
"4601","3814","19000101","99991231","I","JC2761",,"JC2761",,
"4603","1879","19000101","99991231","A","JC1678",,,,
"4605","3820","19000101","99991231","I","JC2770",,"JC2770",,
"4607","3823","19000101","99991231","I","JC2770",,"JC2770",,
"4609","3825","19000101","99991231","I","JC2770",,"JC2770",,
"4611","1882","19000101","99991231","A","JC1680",,,,
"4613","3830","19000101","99991231","I","JC2774",,"JC2774",,
"4614","3834","19000101","99991231","I","JC2774",,"JC2774",,
"4616","1884","19000101","99991231","A","JC1683",,,,
"4618","1887","19000101","99991231","A","JC1686",,,,
"4620","3843","19000101","99991231","I","JC2779",,"JC2779",,
"4622","3845","19000101","99991231","I","JC2779",,"JC2779",,
"4623","1890","19000101","99991231","A","JC1689",,,,
"4625","3848","19000101","99991231","I","JC2784",,"JC2784",,
"4628","1893","19000101","99991231","A","JC1692",,,,
"4630","1896","19000101","99991231","A","JC1695",,,,
"4632","3857","19000101","99991231","I","JC2788",,"JC2788",,
"4635","1899","19000101","99991231","A","JC1698",,,,
"4637","1901","19000101","99991231","A","JC1702",,,,
"4639","1905","19000101","99991231","A","JC1704",,,,
"4641","3865","19000101","99991231","I","JC2796",,"JC2796",,
"4644","3867","19000101","99991231","I","JC2796",,"JC2796",,
"4646","3869","19000101","99991231","I","JC2796",,"JC2796",,
"2255","57","19000101","99991231","A","JC57",,,,
"2258","2104","19000101","99991231","I","JC1849",,"JC1849",,
"2260","62","19000101","99991231","A","JC60",,,,
"2262","2107","19000101","99991231","I","JC1851",,"JC1851",,
"2264","2111","19000101","99991231","I","JC1851",,"JC1851",,
"2266","2115","19000101","99991231","I","JC1851",,"JC1851",,
"2269","2119","19000101","99991231","I","JC1851",,"JC1851",,
"2270","2122","19000101","99991231","I","JC1851",,"JC1851",,
"2273","2124","19000101","99991231","I","JC1851",,"JC1851",,
"2275","2128","19000101","99991231","I","JC1851",,"JC1851",,
"2276","2129","19000101","99991231","I","JC1851",,"JC1851",,
"2279","2130","19000101","99991231","I","JC1851",,"JC1851",,
"2281","65","19000101","99991231","A","JC63",,,,
"4552","1858","19000101","99991231","A","JC1659",,,,
"4553","3722","19000101","99991231","I","JC2725",,"JC2725",,
"4554","1861","19000101","99991231","A","JC1663",,,,
"4555","3728","19000101","99991231","I","JC2729",,"JC2729",,
"4556","1863","19000101","99991231","A","JC1664",,,,
"4557","3735","19000101","99991231","I","JC2731",,"JC2731",,
"4558","3738","19000101","99991231","I","JC2731",,"JC2731",,
"4559","1866","19000101","99991231","A","JC166",,,,
"4560","3744","19000101","99991231","I","JC2735",,"JC2735",,
"4561","1868","19000101","99991231","A","JC1668",,,,
"4563","3751","19000101","99991231","I","JC2739",,"JC2739",,
"4565","3755","19000101","99991231","I","JC2739",,"JC2739",,
"4568","3758","19000101","99991231","I","JC2739",,"JC2739",,
"4570","3760","19000101","99991231","I","JC2739",,"JC2739",,
"4572","3762","19000101","99991231","I","JC2739",,"JC2739",,
"4573","1871","19000101","99991231","A","JC1670",,,,
"4594","3799","19000101","99991231","I","JC2744",,"JC2744",,
"4575","3765","19000101","99991231","I","JC2744",,"JC2744",,
"4577","3767","19000101","99991231","I","JC2744",,"JC2744",,
"4579","3774","19000101","99991231","I","JC2744",,"JC2744",,
"4581","3776","19000101","99991231","I","JC2744",,"JC2744",,
"4583","3781","19000101","99991231","I","JC2744",,"JC2744",,
"4071","2817","19000101","99991231","I","JC2277",,"JC2277",,
"4072","319","19000101","99991231","A","JC297",,,,
"4073","2824","19000101","99991231","I","JC2283",,"JC2283",,
