"EMPLOYMENT_ID","PERSON_ID","EMPLOYEE_ID","START_DATE","END_DATE","ORIGINAL_START_DATE","SENIORITY_DATE","ASSIGNMENT_TYPE"
"234","P00906","E101360","20140812",,"20140812",,"ST"
"235","P00747","E101091","20131203",,"20131203",,"ST"
"236","P00285","E100359","20091117",,"20091117",,"ST"
"237","P00248","E100311","20090310",,"20090310",,"ST"
"238","P00332","E100428","20100612",,"20100612",,"ST"
"239","P00740","E101070","20130910",,"20130910",,"ST"
"240","P00937","E101411","20141028",,"20141028",,"ST"
"241","P00571","E100774","20120608","20161120","20120608",,"ST"
"242","P00877","E101313","20140620",,"20140620",,"ST"
"243","P00794","E101153","20140128","20150831","20140128",,"ST"
"244","P00628","E100867","20121017",,"20121017",,"ST"
"245","P00159","E100194","20070724",,"20070724",,"ST"
"246","P00635","E100878","20121128","20160105","20121128",,"ST"
"247","P00035","E100041","20030813","20161231","20030813",,"ST"
"248","P00632","E100872","20121107","20150131","20121107",,"ST"
"249","P00824","E101211","20140318",,"20140318",,"ST"
"250","P00653","E100914","20130220","20150117","20130220",,"ST"
"251","P00533","E100710","20120307","20161029","20120307",,"ST"
"252","P00145","E100176","20070515","20160507","20070515",,"ST"
"253","P00474","E100613","20110830","20160223","20110830",,"ST"
"254","P00232","E100288","20081129",,"20081129",,"ST"
"255","P00729","E101057","20130820",,"20130820",,"ST"
"256","P00680","E100960","20130501",,"20130501",,"ST"
"257","P00140","E100170","20070418",,"20070418",,"ST"
"258","P00108","E100125","20041104",,"20071206",,"ST"
"259","P00010","E100012","20040310",,"20040310",,"ST"
"260","P00578","E100784","20140620",,"20140923",,"ST"
"261","P00760","E101106","20131203",,"20131203",,"ST"
"262","P00705","E101010","20130619","20150219","20130801",,"ST"
"263","P00802","E101167","20140211","20160227","20140211",,"ST"
"264","P00310","E100398","20100202",,"20100202",,"ST"
"265","P00886","E101322","20140902",,"20140902",,"ST"
"266","P00459","E100597","20111004",,"20111004",,"ST"
"267","P00754","E101099","20131105","20160206","20131105",,"ST"
"268","P00902","E101350","20140808",,"20140808",,"ST"
"269","P00736","E101066","20130903","20160828","20130903",,"ST"
"270","P00192","E100238","20100824",,"20080529",,"ST"
"271","P00888","E101326","20140902","20150801","20140902",,"ST"
"272","P00516","E100685","20120115","20150108","20120115",,"ST"
"273","P00084","E100098","20050126",,"20050126",,"ST"
"274","P00349","E100451","20100708",,"20120301",,"ST"
"275","P00558","E100752","20120222",,"20120222",,"ST"
"277","P00890","E101331","20140819",,"20140819",,"ST"
"278","P00078","E100091","20031201","20150430","20030701",,"ST"
"279","P00672","E100948","20130305",,"20130305",,"ST"
"280","P00403","E100517","20110118",,"20110118",,"ST"
"281","P00455","E100592","20111018",,"20111018",,"ST"
"282","P00193","E100239","20080530",,"20080530",,"ST"
"283","P00125","E100148","20061017",,"20061017",,"ST"
"284","P00485","E100630","20110920",,"20110920",,"ST"
"285","P00235","E100294","20081101",,"20081101",,"ST"
"286","P00029","E100035","20031201",,"20030181",,"ST"
"287","P00294","E100377","20091103",,"20091103",,"ST"
"288","P00086","E100100","20030621",,"19991010",,"ST"
"289","P00429","E100557","20110712","20150103","20110712",,"ST"
"290","P00117","E100139","20060926",,"20060926",,"ST"
"291","P00625","E100859","20091010",,"20091010",,"ST"
"292","P00505","E100664","20120207",,"20120207",,"ST"
"293","P00661","E100926","20130186","20151002","20130186",,"ST"
"294","P00919","E101390","20141021",,"20141021",,"ST"
"295","P00566","E100766","20121212",,"20121212",,"ST"
"296","P00460","E100598","20130730",,"20130730",,"ST"
"297","P00637","E100886","20130103",,"20130103",,"ST"
"298","P00104","E100119","20060926","20150108","20050322",,"ST"
"299","P00375","E100482","20101019",,"20101019",,"ST"
"300","P00790","E101148","20140114",,"20140701",,"ST"
"301","P00522","E100696","20120905",,"20120905",,"ST"
"302","P00879","E101315","20140826",,"20140826",,"ST"
"304","P00433","E100562","20110615",,"20110615",,"ST"
"305","P00351","E100453","20100701","20160730","20100701",,"ST"
"306","P00490","E100639","20111101",,"20111101",,"ST"
"307","P00061","E100074","20051102",,"20051102",,"ST"
"308","P00616","E100846","20120725",,"20130901",,"ST"
"309","P00189","E100235","20080517","20150430","20080517",,"ST"
"310","P00623","E100857","20121003","20160430","20121003",,"ST"
"311","P00606","E100830","20121029",,"20121029",,"ST"
"3401","P02074","E102077","20161123",,"20161123",,"ST"
"3421","P02075","E102067","20161116",,"20161116",,"ST"
"3441","P02076","E102069","20161116",,"20161116",,"ST"
"3461","P02077","E102075","20161123",,"20161123",,"ST"
"3462","P02078","E102074","20161123",,"20161123",,"ST"
"3481","P02079","E102078","20161123",,"20161123",,"ST"
"3482","P02080","E102076","20161123",,"20161123",,"ST"
"312","P00146","E100177","20070530","20151219","20070530",,"ST"
"313","P00636","E100883","20121125",,"20130601",,"ST"
"314","P00535","E100713","20120418","20150321","20120418",,"ST"
"315","P00289","E100369","20090818",,"20090818",,"ST"
"316","P00639","E100889","20130301","20160131","20130301",,"ST"
"317","P00903","E101351","20150609",,"20150609",,"ST"
"318","P00002","E100003","20040617",,"20040617",,"ST"
"319","P00115","E100136","20060926","20161014","20060926",,"ST"
"320","P00362","E100469","20100914",,"20100914",,"ST"
"321","P00329","E100424","20100507",,"20110104",,"ST"
"322","P00769","E101119","20140218","20161218","20140218",,"ST"
"323","P00854","E101257","20140501","20150120","20140501",,"ST"
"324","P00419","E100543","20110510",,"20120501",,"ST"
"325","P00820","E101192","20140401",,"20140401",,"ST"
"326","P00789","E101147","20140102",,"20140102",,"ST"
"327","P00040","E100047","20031202",,"20031202",,"ST"
"328","P00900","E101347","20141111",,"20141111",,"ST"
"329","P00835","E101227","20140401",,"20140401",,"ST"
"330","P00577","E100783","20120613","20141030","20120613",,"ST"
"331","P00483","E100628","20110927",,"20110927",,"ST"
"332","P00696","E100993","20160302",,"20160302",,"ST"
"334","P00843","E101239","20140617","20150829","20140617",,"ST"
"335","P00652","E100912","20130611",,"20130611",,"ST"
"336","P00788","E101146","20140204",,"20140204",,"ST"
"337","P00147","E100178","20070629",,"20070629",,"ST"
"338","P00167","E100204","20071204",,"20071204",,"ST"
"339","P00216","E100267","20080917","20150829","20080917",,"ST"
"340","P00415","E100536","20110324",,"20110324",,"ST"
"341","P00408","E100525","20110120",,"20110120",,"ST"
"342","P00286","E100361","20090714",,"20090714",,"ST"
"343","P00763","E101109","20131105",,"20131105",,"ST"
"344","P00068","E100081","20050126","20150811","20050126",,"ST"
"345","P00163","E100198","20070905",,"20070905",,"ST"
"346","P00871","E101302","20140605",,"20141125",,"ST"
"347","P00402","E100515","20110222",,"20120111",,"ST"
"348","P00264","E100333","20110705",,"20110705",,"ST"
"349","P00865","E101283","20140528","20160610","20140528",,"ST"
"350","P00138","E100168","20070313",,"20070313",,"ST"
"352","P00709","E101019","20130531",,"20140501",,"ST"
"353","P00634","E100876","20130305","20150627","20130305",,"ST"
"354","P00579","E100785","20120801",,"20120801",,"ST"
"355","P00816","E101188","20140318",,"20140318",,"ST"
"3123","P02058","E102066","20170301",,"20170301",,"ST"
"3124","P02059","E102068","20170321",,"20170321",,"ST"
"3125","P02060","E102057","20161102","20161102","20161102",,"ST"
"3141","P02061","E102058","20161102",,"20161102",,"ST"
"3161","P02062","E102056","20170502",,"20170502",,"ST"
"3162","P02063","E102060","20161103",,"20161103",,"ST"
"3181","P02064","E102059","20161103",,"20161103",,"ST"
"3201","P02065","E102064","20161109",,"20161109",,"ST"
"3221","P02066","E102070","20170104",,"20170104",,"ST"
"356","P00221","E100275","20081029","20161126","20081029",,"ST"
"357","P00026","E100032","20051018",,"20051018",,"ST"
"358","P00538","E100718","20120321",,"20120321",,"ST"
"359","P00411","E100530","20110906","20160320","20110906",,"ST"
"360","P00425","E100549","20110507",,"20110507",,"ST"
"361","P00228","E100284","20081115","20160131","20081115",,"ST"
"362","P00725","E101045","20130806","20151017","20130806",,"ST"
"363","P00209","E100257","20080924",,"20080924",,"ST"
"364","P00099","E100114","20060615","20170212","20060615",,"ST"
"365","P00266","E100335","20090527",,"20090527",,"ST"
"366","P00911","E101372","20141101","20150430","20141101",,"ST"
"367","P00499","E100655","20111206",,"20121115",,"ST"
"368","P00387","E100496","20110111",,"20110111",,"ST"
"369","P00501","E100657","20120114",,"20121010",,"ST"
"370","P00400","E100513","20110226",,"20110323",,"ST"
"371","P00914","E101378","20140916",,"20141101",,"ST"
"373","P00793","E101152","20140107",,"20140107",,"ST"
"374","P00491","E100641","20111001",,"20111001",,"ST"
"375","P00334","E100431","20100504",,"20100504",,"ST"
"376","P00575","E100780","20120829","20170103","20120829",,"ST"
"377","P00376","E100483","20110104","20161231","20110104",,"ST"
"378","P00449","E100583","20111102",,"20111102",,"ST"
"379","P00053","E100065","20060411",,"20060411",,"ST"
"380","P00612","E100839","20120822","20160401","20120822",,"ST"
"381","P00315","E100403","20100112",,"20100112",,"ST"
"382","P00676","E100954","20130514","20161217","20130514",,"ST"
"383","P00684","E100966","20130402",,"20130402",,"ST"
"384","P00354","E100456","20120502",,"20120502",,"ST"
"385","P00850","E101250","20140501","20160501","20140501",,"ST"
"386","P00458","E100595","20110712",,"20110712",,"ST"
"387","P00071","E100084","20050802",,"20050802",,"ST"
"389","P00950","E101439","20141118",,"20141118",,"ST"
"390","P00439","E100570","20110802",,"20110802",,"ST"
"391","P00574","E100779","20120620",,"20120620",,"ST"
"392","P00069","E100082","20050329",,"20050329",,"ST"
"393","P00036","E100042","20051004","20151203","20051004",,"ST"
"394","P00473","E100612","20151201","20161231","20151201",,"ST"
"395","P00120","E100143","20061101",,"20061101",,"ST"
"396","P00896","E101343","20140805",,"20140805",,"ST"
"397","P00803","E101169","20140218","20150912","20140519",,"ST"
"398","P00855","E101258","20140501","20150120","20140501",,"ST"
"400","P00759","E101105","20140128","20150507","20140128",,"ST"
"401","P00233","E100290","20081119","20160116","20081119",,"ST"
"402","P00210","E100258","20080924",,"20080924",,"ST"
"403","P00504","E100662","20120905",,"20120905",,"ST"
"404","P00734","E101063","20130924","20161130","20130924",,"ST"
"405","P00609","E100834","20120905",,"20120905",,"ST"
"406","P00438","E100569","20110628",,"20110628",,"ST"
"407","P00326","E100419","20100505",,"20100505",,"ST"
"408","P00407","E100524","20110118",,"20110118",,"ST"
"409","P00218","E100270","20081001","20150627","20081001",,"ST"
"410","P00536","E100715","20120627",,"20120627",,"ST"
"411","P00428","E100556","20110517","20140812","20110517",,"ST"
"412","P00845","E101243","20140422",,"20140422",,"ST"
"414","P00127","E100151","20130401",,"20130401",,"ST"
"415","P00717","E101033","20130806",,"20140701",,"ST"
"416","P00525","E100699","20120901",,"20120901",,"ST"
"417","P00242","E100302","20090317",,"20090317",,"ST"
"418","P00420","E100544","20110426","20140621","20110426",,"ST"
"419","P00149","E100180","20070724",,"20070724",,"ST"
"420","P00532","E100709","20120502","20151210","20120502",,"ST"
"421","P00066","E100079","20030621",,"19950111",,"ST"
"3241","P02067","E100001","20161126","20161122","20161126",,"ST"
"3261","P02068","E102072","20161130",,"20161130",,"ST"
"3281","P02069","E102073","20161130",,"20161130",,"ST"
"3301","P02070","E102146","20161123","20161123","20161123",,"ST"
"3302","P02071","E102147","20161123","20161122","20161123",,"ST"
"3303","P02072","E102145","20161123","20161123","20161123",,"ST"
"3321","P02073","E102144","20161123","20161123","20161123",,"ST"
"422","P00306","E100393","20100119",,"20100119",,"ST"
"423","P00446","E100579","20110906",,"20110906",,"ST"
"424","P00178","E100221","20080129",,"20080129",,"ST"
"425","P00278","E100349","20090804","20150630","20090804",,"ST"
"426","P00380","E100488","20110208",,"20110208",,"ST"
"427","P00785","E101143","20140902",,"20140902",,"ST"
"428","P00442","E100573","20111213",,"20111213",,"ST"
"429","P00553","E100744","20120531",,"20120531",,"ST"
"430","P00244","E100304","20090101",,"20090101",,"ST"
"431","P00529","E100706","20120208","20160902","20120208",,"ST"
"432","P00934","E101408","20141015",,"20141015",,"ST"
"433","P00126","E100149","20061101",,"20061101",,"ST"
"434","P00693","E100986","20130430",,"20130430",,"ST"
"435","P00338","E100435","20100907","20141231","20100907",,"ST"
"436","P00757","E101103","20131105","20150926","20131105",,"ST"
"437","P00356","E100459","20100901",,"20100901",,"ST"
"438","P00780","E101138","20140326",,"20140326",,"ST"
"439","P00339","E100436","20100727",,"20100727",,"ST"
"440","P00427","E100551","20111201",,"20111201",,"ST"
"441","P00540","E100721","20120928",,"20120928",,"ST"
"442","P00604","E100828","20120808",,"20140101",,"ST"
"443","P00702","E101007","20130920",,"20130920",,"ST"
"3027","P01983","E102023","20161007","20170224","20161007",,"ST"
"3028","P01984","E102024","20160929",,"20160929",,"ST"
"3029","P01985","E102031","20161005","20161106","20161005",,"ST"
"3030","P01986","E102032","20170704",,"20170704",,"ST"
"3031","P01987","E102033","20170208",,"20170208",,"ST"
"3032","P01988","E102034","20161012",,"20161012",,"ST"
"3033","P01989","E102035","20170301",,"20170301",,"ST"
"3034","P01990","E102037","20161019",,"20161019",,"ST"
"3035","P01991","E102038","20161012",,"20161012",,"ST"
"3036","P01992","E102039","20161012",,"20161012",,"ST"
"3037","P01993","E102040","20170101",,"20170101",,"ST"
"444","P00849","E101248","20140801",,"20140801",,"ST"
"445","P00055","E100067","20050105",,"20050105",,"ST"
"446","P00550","E100737","20141118",,"20141118",,"ST"
"447","P00181","E100225","20080326",,"20080326",,"ST"
"449","P00494","E100649","20111025","20160903","20111025",,"ST"
"450","P00303","E100390","20091201",,"20091201",,"ST"
"451","P00719","E101035","20130903",,"20130903",,"ST"
"452","P00463","E100601","20111004","20150711","20111004",,"ST"
"453","P00465","E100603","20120131",,"20120131",,"ST"
"454","P00926","E101397","20140930","20160720","20140930",,"ST"
"455","P00541","E100722","20120307",,"20120307",,"ST"
"457","P00665","E100933","20130402",,"20130402",,"ST"
"458","P00528","E100705","20120214",,"20120214",,"ST"
"459","P00316","E100405","20100202",,"20100202",,"ST"
"460","P00614","E100843","20120921","20151120","20120921",,"ST"
"461","P00324","E100417","20100427","20170420","20100427",,"ST"
"462","P00357","E100463","20100713",,"20100713",,"ST"
"463","P00605","E100829","20140603",,"20140603",,"ST"
"464","P00883","E101319","20141001","20161109","20141001",,"ST"
"465","P00587","E100795","20120701",,"20120701",,"ST"
"466","P00630","E100870","20121026",,"20121026",,"ST"
"467","P00753","E101098","20140204",,"20140204",,"ST"
"468","P00451","E100588","20110614","20160715","20110614",,"ST"
"469","P00679","E100959","20140221",,"20140221",,"ST"
"470","P00323","E100416","20100316",,"20100316",,"ST"
"471","P00314","E100402","20140403","20151212","20121010",,"ST"
"472","P00510","E100673","20120701",,"20120701",,"ST"
"473","P00561","E100756","20120425",,"20120425",,"ST"
"474","P00482","E100627","20111004",,"20111004",,"ST"
"475","P00177","E100220","20080129",,"20080129",,"ST"
"476","P00751","E101096","20140121","20160403","20140121",,"ST"
"477","P00363","E100470","20100907",,"20110901",,"ST"
"478","P00162","E100197","20070905",,"20070905",,"ST"
"479","P00594","E100805","20120627",,"20120627",,"ST"
"480","P00660","E100925","20130903","20160605","20130903",,"ST"
"481","P00945","E101425","20141104",,"20141104",,"ST"
"482","P00649","E100906","20130104",,"20130104",,"ST"
"483","P00588","E100796","20120803",,"20120803",,"ST"
"484","P00364","E100471","20101001",,"20110701",,"ST"
"485","P00513","E100680","20120516",,"20120516",,"ST"
"486","P00060","E100073","20041208",,"20041208",,"ST"
"487","P00234","E100291","20090519",,"20090519",,"ST"
"3501","P02081","E102071","20170215",,"20170215",,"ST"
"3521","P02082","E102083","20161207",,"20161207",,"ST"
"3541","P02083","E102079","20161130",,"20161130",,"ST"
"3561","P02084","E102081","20161123",,"20161123",,"ST"
"3581","P02085","E102091","20170104",,"20170104",,"ST"
"3601","P02086","E102082","20161130",,"20161130",,"ST"
"3621","P02087","E102087","20180101",,"20180101",,"ST"
"3641","P02088","E102092","20180101",,"20180101",,"ST"
"3661","P02089","E102065","20161109",,"20161109",,"ST"
"488","P00771","E101122","20140101","20170131","20140101",,"ST"
"489","P00371","E100478","20100905",,"20100905",,"ST"
"490","P00319","E100408","20100907","20150310","20100907",,"ST"
"491","P00336","E100433","20100601",,"20100601",,"ST"
"492","P00392","E100502","20110906",,"20110906",,"ST"
"493","P00333","E100429","20100416",,"20100416",,"ST"
"494","P00737","E101067","20140114",,"20140114",,"ST"
"496","P00277","E100348","20090804","20150913","20090804",,"ST"
"497","P00591","E100800","20120705",,"20120705",,"ST"
"498","P00685","E100967","20130820","20150126","20130820",,"ST"
"499","P00782","E101140","20140902","20150829","20140902",,"ST"
"500","P00749","E101094","20131015",,"20140101",,"ST"
"501","P00806","E101172","20140219","20160331","20140219",,"ST"
"502","P00776","E101134","20140114",,"20140114",,"ST"
"503","P00834","E101226","20140401","20160102","20140401",,"ST"
"504","P00247","E100310","20090115",,"20090115",,"ST"
"505","P00343","E100440","20100601","20150228","20100601",,"ST"
"506","P00783","E101141","20140902",,"20140902",,"ST"
"507","P00728","E101051","20130910","20150502","20130910",,"ST"
"508","P00291","E100372","20090825",,"20090825",,"ST"
"509","P00933","E101407","20141015",,"20141015",,"ST"
"2801","P01943","E101984","20160824",,"20160824",,"ST"
"2802","P01944","E101985","20160803","20160804","20160803",,"ST"
"2821","P01945","E101986","20161026",,"20161026",,"ST"
"2822","P01946","E101991","20160810","20160814","20160810",,"ST"
"2841","P01947","E101992","20160901",,"20160901",,"ST"
"2861","P01948","E101993","20160811",,"20160811",,"ST"
"2862","P01949","E101994","20160824","20160828","20160824",,"ST"
"2881","P01950","E101953","20160707","20161030","20160707",,"ST"
"2901","P01951","E100353","20160817",,"20160817",,"ST"
"510","P00873","E101308","20140916",,"20140916",,"ST"
"511","P00208","E100256","20080910","20160430","20080910",,"ST"
"512","P00462","E100600","20111101",,"20111101",,"ST"
"513","P00862","E101279","20140827",,"20140827",,"ST"
"514","P00812","E101182","20140429",,"20140429",,"ST"
"515","P00624","E100858","20121011",,"20121011",,"ST"
"516","P00335","E100432","20100601",,"20100601",,"ST"
"517","P00121","E100144","20061003","20150708","20070601",,"ST"
"518","P00583","E100789","20120801",,"20120801",,"ST"
"519","P00655","E100917","20130430",,"20130430",,"ST"
"520","P00205","E100253","20080814",,"20080814",,"ST"
"521","P00298","E100382","20091117",,"20091117",,"ST"
"522","P00503","E100661","20120406",,"20120406",,"ST"
"523","P00743","E101076","20131029","20150411","20131029",,"ST"
"524","P00596","E100814","20120718",,"20120718",,"ST"
"525","P00592","E100802","20120705",,"20120705",,"ST"
"526","P00891","E101332","20140827",,"20140827",,"ST"
"527","P00475","E100614","20110901","20161230","20110901",,"ST"
"529","P00188","E100234","20080425",,"20080425",,"ST"
"530","P00011","E100013","20060104",,"20060104",,"ST"
"531","P00041","E100048","20050927",,"20050927",,"ST"
"532","P00929","E101403","20141014",,"20141014",,"ST"
"533","P00213","E100263","20080904",,"20080904",,"ST"
"534","P00179","E100222","20080129",,"20080129",,"ST"
"535","P00186","E100232","20080514",,"20080514",,"ST"
"536","P00133","E100159","20061114","20160120","20070801",,"ST"
"537","P00267","E100336","20090527",,"20090527",,"ST"
"538","P00009","E100011","20050810",,"20050810",,"ST"
"539","P00741","E101073","20131210",,"20131210",,"ST"
"540","P00954","E101446","20141125",,"20141125",,"ST"
"541","P00758","E101104","20131127",,"20131127",,"ST"
"542","P00239","E100299","20090401",,"20090401",,"ST"
"543","P00109","E100126","20060712",,"20060725",,"ST"
"544","P00043","E100051","20060104",,"20060104",,"ST"
"545","P00359","E100465","20100901",,"20100901",,"ST"
"546","P00795","E101154","20140204",,"20140204",,"ST"
"547","P00280","E100351","20090623",,"20090623",,"ST"
"548","P00643","E100894","20121205",,"20121205",,"ST"
"549","P00657","E100922","20130123","20150221","20130123",,"ST"
"550","P00912","E101375","20141203",,"20141203",,"ST"
"551","P00279","E100350","20090515",,"20090515",,"ST"
"552","P00863","E101281","20140624","20170211","20140624",,"ST"
"553","P00714","E101030","20130709",,"20130709",,"ST"
"554","P00936","E101410","20141118",,"20141118",,"ST"
"555","P00111","E100128","20060801","20141129","20060801",,"ST"
"556","P00155","E100188","20070706",,"20070706",,"ST"
"557","P00897","E101344","20140812",,"20140812",,"ST"
"558","P00716","E101032","20130823","20150731","20130823",,"ST"
"559","P00295","E100378","20091013",,"20091013",,"ST"
"560","P00224","E100280","20090303",,"20090303",,"ST"
"561","P00895","E101342","20141028",,"20141028",,"ST"
"562","P00197","E100244","20080716",,"20080716",,"ST"
"563","P00858","E101264","20140708","20150310","20140708",,"ST"
"564","P00627","E100866","20141015","20150530","20141118",,"ST"
"565","P00677","E100957","20130402",,"20130402",,"ST"
"566","P00851","E101251","20140501",,"20140501",,"ST"
"567","P00568","E100768","20120411",,"20120411",,"ST"
"568","P00256","E100323","20090301",,"20090301",,"ST"
"569","P00353","E100455","20100930",,"20100930",,"ST"
"570","P00805","E101171","20140408","20160724","20140408",,"ST"
"571","P00311","E100399","20100302",,"20100302",,"ST"
"572","P00949","E101437","20141118",,"20141118",,"ST"
"573","P00738","E101068","20130820",,"20130820",,"ST"
"574","P00195","E100241","20080618","20151023","20080618",,"ST"
"575","P00932","E101406","20141015",,"20141015",,"ST"
"2921","P01952","E101960","20160713",,"20160713",,"ST"
"2941","P01953","E101982","20160724",,"20160724",,"ST"
"2961","P01954","E102002","20160901",,"20160901",,"ST"
"2962","P01955","E101974","20160720",,"20160720",,"ST"
"2963","P01956","E102029","20160928",,"20160928",,"ST"
"3001","P01957","E101938","20160611",,"20160611",,"ST"
"3002","P01958","E102025","20160908",,"20160908",,"ST"
"3003","P01959","E102026","20160810",,"20160810",,"ST"
"3004","P01960","E102027","20160904",,"20160904",,"ST"
"576","P00072","E100085","20050329",,"20050329",,"ST"
"577","P00240","E100300","20090325",,"20090325",,"ST"
"578","P00910","E101370","20140826",,"20140826",,"ST"
"579","P00401","E100514","20110308",,"20110308",,"ST"
"580","P00309","E100396","20100330",,"20100330",,"ST"
"581","P00480","E100624","20111101",,"20111101",,"ST"
"582","P00642","E100893","20121205","20150319","20121205",,"ST"
"583","P00457","E100594","20110719",,"20110719",,"ST"
