"PERSONAL_INFO_ID","PERSON_ID","EFFECTIVE_START_DATE","EFFECTIVE_END_DATE","ETHINIC_GROUP","GENDER","NATIONALITY"
"2394","P01295","20120912","99991231",,"Male",
"2395","P00151","20120918","99991231",,"Female",
"2396","P01290","20120925","99991231",,"Male",
"2397","P01291","20120925","99991231",,"Female",
"2398","P01399","20120925","99991231",,"Female",
"2399","P00165","20121016","99991231",,"Male",
"2400","P00169","20121031","99991231",,"Female",
"2401","P00168","20121101","99991231",,"Female",
"2402","P00170","20121106","99991231",,"Male",
"2403","P00171","20121106","99991231",,"Male",
"2404","P01297","20121106","99991231",,"Female",
"2405","P01299","20121113","99991231",,"Male",
"2406","P00166","20121114","99991231",,"Female",
"2407","P01296","20121114","99991231",,"Female",
"2408","P01298","20121114","99991231",,"Male",
"2409","P01400","20121127","99991231",,"Male",
"2410","P00167","20121204","99991231",,"Male",
"2411","P00172","20121204","99991231",,"Male",
"2412","P00175","20121214","99991231",,"Female",
"2413","P00173","20121218","99991231",,"Male",
"2414","P00174","20120103","99991231",,"Male",
"2415","P01301","20120103","99991231",,"Female",
"2416","P00176","20120122","99991231",,"Female",
"2417","P00177","20120129","99991231",,"Female",
"2418","P00178","20120129","99991231",,"Female",
"2419","P00179","20120129","99991231",,"Female",
"2420","P01302","20120219","99991231",,"Female",
"2421","P00180","20120305","99991231",,"Male",
"2422","P00181","20120326","99991231",,"Male",
"2423","P00182","20120402","99991231",,"Male",
"2424","P00184","20120418","99991231",,"Female",
"2425","P00188","20120425","99991231",,"Female",
"2426","P00187","20120430","99991231",,"Female",
"2427","P01303","20120430","99991231",,"Male",
"2428","P01304","20120430","99991231",,"Male",
"2429","P00183","20120501","99991231",,"Female",
"2430","P00186","20120514","99991231",,"Male",
"2431","P00189","20120517","99991231",,"Female",
"2432","P00193","20120530","99991231",,"Male",
"2433","P00194","20120530","99991231",,"Female",
"2434","P00190","20120604","99991231",,"Male",
"2435","P00191","20120611","99991231",,"Female",
"2436","P00195","20120618","99991231",,"Female",
"2437","P00185","20120625","99991231",,"Male",
"2438","P01305","20120704","99991231",,"Male",
"2439","P00196","20120710","99991231",,"Male",
"2440","P00197","20120716","99991231",,"Male",
"2441","P00199","20120716","99991231",,"Male",
"2442","P00201","20120716","99991231",,"Male",
"2443","P00198","20120719","99991231",,"Male",
"2444","P01306","20120730","99991231",,"Male",
"2445","P00202","20120806","99991231",,"Female",
"2446","P00203","20120806","99991231",,"Female",
"2447","P00204","20120807","99991231",,"Male",
"2448","P00207","20120808","99991231",,"Male",
"2449","P00205","20120814","99991231",,"Male",
"2450","P00206","20120820","99991231",,"Male",
"2451","P00214","20120828","99991231",,"Male",
"2452","P00213","20120904","99991231",,"Female",
"2453","P00200","20120906","99991231",,"Female",
"2454","P00208","20120910","99991231",,"Female",
"2455","P00215","20120910","99991231",,"Male",
"2456","P01309","20120910","99991231",,"Male",
"2457","P00216","20120917","99991231",,"Male",
"2458","P00148","20120924","99991231",,"Male",
"2459","P00209","20120924","99991231",,"Female",
"2460","P00210","20120924","99991231",,"Male",
"2461","P01310","20120924","99991231",,"Male",
"2462","P00211","20121001","99991231",,"Male",
"2463","P00217","20121001","99991231",,"Male",
"2464","P00218","20121001","99991231",,"Female",
"2465","P00220","20121001","99991231",,"Male",
"2466","P01175","20121001","99991231",,"Female",
"2467","P00212","20121002","99991231",,"Male",
"2468","P01307","20121002","99991231",,"Male",
"2469","P01308","20121002","99991231",,"Male",
"2470","P00219","20121008","99991231",,"Female",
"2471","P01311","20121022","99991231",,"Male",
"2472","P00221","20121029","99991231",,"Female",
"2473","P00226","20121029","99991231",,"Male",
"2474","P00223","20121101","99991231",,"Female",
"2475","P00235","20121101","99991231",,"Male",
"2476","P01314","20121101","99991231",,"Female",
"2477","P00241","20121105","99991231",,"Female",
"2478","P01312","20121105","99991231",,"Female",
"2479","P00227","20121112","99991231",,"Male",
"2480","P00228","20121115","99991231",,"Male",
"2481","P00233","20121119","99991231",,"Male",
"2482","P01313","20121119","99991231",,"Female",
"2483","P00232","20121129","99991231",,"Male",
"2484","P00229","20121203","99991231",,"Male",
"2485","P00236","20121203","99991231",,"Female",
"2486","P01316","20121205","99991231",,"Male",
"2487","P00225","20121210","99991231",,"Female",
"2488","P00237","20121210","99991231",,"Male",
"2489","P00238","20121220","99991231",,"Female",
"2490","P01317","20121220","99991231",,"Female",
"2491","P00244","20120101","99991231",,"Female",
"2492","P00245","20120107","99991231",,"Female",
"2493","P01405","20120108","99991231",,"Male",
"2494","P00247","20120115","99991231",,"Female",
"2495","P00255","20120115","99991231",,"Male",
"2496","P00249","20120122","99991231",,"Female",
"2497","P01320","20120123","99991231",,"Male",
"2498","P00230","20120129","99991231",,"Male",
"2499","P00222","20120204","99991231",,"Female",
"2500","P00253","20120206","99991231",,"Female",
"2501","P00250","20120211","99991231",,"Male",
"2502","P01319","20120211","99991231",,"Male",
"2503","P01413","20120218","99991231",,"Male",
"2504","P00252","20120220","99991231",,"Male",
"2505","P00254","20120220","99991231",,"Male",
"2506","P00256","20120301","99991231",,"Male",
"2507","P00224","20120303","99991231",,"Male",
"2508","P01429","20120303","99991231",,"Male",
"2509","P00248","20120310","99991231",,"Male",
"2510","P00231","20120317","99991231",,"Female",
"2511","P00242","20120317","99991231",,"Male",
"2512","P00258","20120324","99991231",,"Male",
"2513","P00240","20120325","99991231",,"Male",
"2514","P01315","20120325","99991231",,"Male",
"2515","P01321","20120325","99991231",,"Male",
"2516","P00239","20120401","99991231",,"Male",
"2517","P00261","20120407","99991231",,"Male",
"2518","P01324","20120407","99991231",,"Female",
"2519","P00265","20120416","99991231",,"Female",
"2520","P01322","20120416","99991231",,"Male",
"2521","P00260","20120422","99991231",,"Male",
"2522","P00257","20120428","99991231",,"Female",
"2523","P01406","20120428","99991231",,"Male",
"2524","P00243","20120505","99991231",,"Male",
"2525","P00270","20120505","99991231",,"Female",
"2526","P00263","20120512","99991231",,"Female",
"2527","P00279","20120515","99991231",,"Female",
"2528","P00234","20120519","99991231",,"Male",
"2529","P01326","20120520","99991231",,"Male",
"2530","P00262","20120527","99991231",,"Male",
"2531","P00266","20120527","99991231",,"Male",
"2532","P00267","20120527","99991231",,"Female",
"2533","P00251","20120601","99991231",,"Male",
"2534","P01328","20120602","99991231",,"Male",
"2535","P00276","20120603","99991231",,"Male",
"2536","P01327","20120604","99991231",,"Female",
"2537","P00274","20120623","99991231",,"Male",
"2538","P00280","20120623","99991231",,"Female",
"2539","P00283","20120630","99991231",,"Male",
"2540","P00259","20120707","99991231",,"Female",
"2541","P01951","20120707","99991231",,"Female",
"2542","P00286","20120714","99991231",,"Male",
"2543","P01332","20120723","99991231",,"Female",
"2544","P00288","20120724","99991231",,"Female",
"2545","P00268","20120728","99991231",,"Female",
"2546","P00287","20120728","99991231",,"Male",
"2547","P00277","20120804","99991231",,"Male",
"2548","P00278","20120804","99991231",,"Male",
"2549","P01329","20120804","99991231",,"Male",
"2550","P00269","20120818","99991231",,"Male",
"2551","P00289","20120818","99991231",,"Male",
"2552","P00291","20120825","99991231",,"Male",
"2553","P01330","20120826","99991231",,"Female",
"2554","P00271","20120827","99991231",,"Female",
"2555","P00273","20120901","99991231",,"Male",
"2556","P00282","20120901","99991231",,"Female",
"2557","P00284","20120901","99991231",,"Female",
"2558","P01331","20120901","99991231",,"Male",
"2559","P00281","20120908","99991231",,"Male",
"2560","P01323","20120908","99991231",,"Female",
"2561","P01334","20120908","99991231",,"Female",
"2562","P00292","20121001","99991231",,"Female",
"2563","P01335","20121007","99991231",,"Male",
"2564","P00625","20121010","99991231",,"Female",
"2565","P00293","20121013","99991231",,"Female",
"2566","P00295","20121013","99991231",,"Female",
"2567","P01333","20121013","99991231",,"Male",
"2568","P00272","20121103","99991231",,"Male",
"2569","P00294","20121103","99991231",,"Female",
"2570","P00285","20121117","99991231",,"Male",
"2571","P00297","20121117","99991231",,"Male",
"2572","P00298","20121117","99991231",,"Male",
"2573","P01337","20121117","99991231",,"Male",
"2574","P01338","20121117","99991231",,"Female",
"2575","P01416","20121118","99991231",,"Female",
"2576","P00302","20121124","99991231",,"Male",
"2577","P01339","20121124","99991231",,"Male",
"2578","P00303","20121201","99991231",,"Female",
"2579","P00305","20121201","99991231",,"Female",
"2580","P00300","20121203","99991231",,"Male",
"2581","P00304","20121208","99991231",,"Female",
"2582","P01423","20121215","99991231",,"Female",
"2583","P00308","20120101","99991231",,"Female",
"2584","P00275","20120105","99991231",,"Male",
"2585","P00296","20120105","99991231",,"Male",
"2586","P00307","20120105","99991231",,"Female",
"2587","P01336","20120105","99991231",,"Male",
"2588","P00312","20120112","99991231",,"Female",
"2589","P00313","20120112","99991231",,"Male",
"2590","P00315","20120112","99991231",,"Female",
"2591","P00318","20120112","99991231",,"Female",
"2592","P00306","20120119","99991231",,"Male",
"2593","P00330","20120126","99991231",,"Female",
"2594","P00310","20120202","99991231",,"Male",
"2595","P00316","20120202","99991231",,"Male",
"2596","P01343","20120203","99991231",,"Male",
"2597","P00290","20120204","99991231",,"Male",
"2598","P00317","20120204","99991231",,"Female",
"2599","P00299","20120209","99991231",,"Male",
"2600","P00301","20120209","99991231",,"Male",
"2601","P01347","20120223","99991231",,"Male",
"2602","P00311","20120302","99991231",,"Female",
"2603","P01345","20120302","99991231",,"Female",
"2604","P00323","20120316","99991231",,"Female",
"2605","P00309","20120330","99991231",,"Male",
"2606","P00328","20120406","99991231",,"Female",
"2607","P01351","20120413","99991231",,"Male",
"2608","P00322","20120414","99991231",,"Female",
"2609","P01349","20120414","99991231",,"Female",
"2610","P00333","20120416","99991231",,"Female",
"2611","P00331","20120420","99991231",,"Male",
"2612","P00324","20120427","99991231",,"Male",
"2613","P00334","20120504","99991231",,"Male",
"2614","P00340","20120504","99991231",,"Female",
"2615","P00326","20120505","99991231",,"Female",
"2616","P00327","20120506","99991231",,"Female",
"2617","P00329","20120507","99991231",,"Female",
"2618","P00321","20120511","99991231",,"Female",
"2619","P00325","20120511","99991231",,"Female",
"2620","P01346","20120518","99991231",,"Male",
"2621","P00342","20120526","99991231",,"Female",
"2622","P00335","20120601","99991231",,"Male",
"2623","P00336","20120601","99991231",,"Female",
"2624","P00343","20120601","99991231",,"Female",
"2625","P01352","20120601","99991231",,"Male",
"2626","P01354","20120608","99991231",,"Female",
"2627","P00332","20120612","99991231",,"Female",
"2628","P00314","20120622","99991231",,"Male",
"2629","P01353","20120622","99991231",,"Female",
"2630","P00346","20120629","99991231",,"Male",
"2631","P00341","20120701","99991231",,"Male",
"2632","P00348","20120701","99991231",,"Male",
"2633","P00351","20120701","99991231",,"Female",
"2634","P00350","20120705","99991231",,"Male",
"2635","P00349","20120708","99991231",,"Female",
"2636","P00357","20120713","99991231",,"Female",
"2637","P01361","20120713","99991231",,"Female",
"2638","P01350","20120720","99991231",,"Female",
"2639","P00339","20120727","99991231",,"Male",
"2640","P01355","20120727","99991231",,"Female",
"2641","P00355","20120803","99991231",,"Male",
"2642","P00360","20120803","99991231",,"Male",
"2643","P01357","20120803","99991231",,"Female",
"2644","P00352","20120810","99991231",,"Female",
"2645","P01344","20120817","99991231",,"Male",
"2646","P00192","20120824","99991231",,"Male",
"2647","P01359","20120824","99991231",,"Male",
"2648","P01356","20120831","99991231",,"Male",
"2649","P00320","20120901","99991231",,"Male",
"2650","P00356","20120901","99991231",,"Male",
"2651","P00359","20120901","99991231",,"Male",
"2652","P00337","20120902","99991231",,"Female",
"2653","P00371","20120905","99991231",,"Male",
"2654","P00319","20120907","99991231",,"Female",
"2655","P00338","20120907","99991231",,"Male",
"2656","P00363","20120907","99991231",,"Female",
"2657","P00365","20120907","99991231",,"Male",
"2658","P00367","20120907","99991231",,"Female",
"2659","P01348","20120907","99991231",,"Female",
"2660","P01360","20120907","99991231",,"Female",
"2661","P00362","20120914","99991231",,"Male",
"2662","P00374","20120921","99991231",,"Female",
"2663","P01358","20120921","99991231",,"Female",
"2664","P00353","20120930","99991231",,"Male",
"2665","P00344","20121001","99991231",,"Female",
"2666","P00345","20121001","99991231",,"Female",
"2667","P00364","20121001","99991231",,"Male",
"2668","P01362","20121005","99991231",,"Male",
"2669","P00347","20121007","99991231",,"Female",
"2670","P00372","20121019","99991231",,"Female",
"2671","P00375","20121019","99991231",,"Female",
"2672","P00361","20121021","99991231",,"Male",
"2673","P01363","20121029","99991231",,"Female",
"2674","P00358","20121102","99991231",,"Male",
"2675","P00373","20121105","99991231",,"Female",
"2676","P00379","20121109","99991231",,"Female",
"2677","P00381","20121109","99991231",,"Male",
"2678","P00368","20121116","99991231",,"Male",
"2679","P00384","20121130","99991231",,"Male",
"2680","P00366","20121201","99991231",,"Male",
"2681","P00964","20121201","99991231",,"Male",
"2682","P00378","20121207","99991231",,"Male",
"2683","P00388","20121209","99991231",,"Male",
"2684","P01365","20121229","99991231",,"Male",
"2685","P00385","20170101","99991231",,"Male",
"2686","P00395","20170101","99991231",,"Male",
"2687","P00376","20170104","99991231",,"Female",
"2688","P00391","20170105","99991231",,"Female",
"2689","P00396","20170106","99991231",,"Female",
"2690","P00377","20170111","99991231",,"Male",
"2691","P00386","20170111","99991231",,"Male",
"2692","P00387","20170111","99991231",,"Male",
"2693","P01432","20170111","99991231",,"Male",
"2694","P00403","20170118","99991231",,"Male",
"2695","P00405","20170118","99991231",,"Male",
"2696","P00406","20170118","99991231",,"Male",
"2697","P00407","20170118","99991231",,"Male",
"2698","P00410","20170118","99991231",,"Male",
"2699","P01372","20170118","99991231",,"Male",
"2700","P00408","20170120","99991231",,"Female",
"2701","P00389","20170121","99991231",,"Female",
"2702","P00404","20170121","99991231",,"Male",
"2703","P01370","20170121","99991231",,"Female",
"2704","P00370","20170201","99991231",,"Male",
"2705","P00383","20170201","99991231",,"Male",
"2706","P00380","20170208","99991231",,"Female",
"2707","P00399","20170208","99991231",,"Female",
"2708","P01373","20170208","99991231",,"Female",
"2709","P00394","20170210","99991231",,"Female",
"2710","P00409","20170215","99991231",,"Male",
"2711","P00402","20170222","99991231",,"Male",
"2712","P00400","20170226","99991231",,"Male",
"2713","P01368","20170226","99991231",,"Male",
"2714","P00413","20170301","99991231",,"Male",
"2715","P00414","20170301","99991231",,"Female",
"2716","P00393","20170308","99991231",,"Male",
"2717","P00401","20170308","99991231",,"Male",
"2718","P01433","20170308","99991231",,"Male",
"2719","P01374","20170315","99991231",,"Male",
"2720","P01375","20170315","99991231",,"Male",
"2721","P01376","20170322","99991231",,"Male",
"2722","P00415","20170324","99991231",,"Female",
"2723","P00416","20170405","99991231",,"Female",
"2724","P00397","20170412","99991231",,"Male",
"2725","P00421","20170416","99991231",,"Male",
"2726","P00412","20170419","99991231",,"Female",
"2727","P00420","20170426","99991231",,"Male",
"2728","P00422","20170426","99991231",,"Male",
"2729","P00423","20170426","99991231",,"Male",
"2730","P00972","20170428","99991231",,"Male",
"2731","P00382","20170501","99991231",,"Male",
"2732","P01366","20170501","99991231",,"Male",
"2733","P00418","20170504","99991231",,"Male",
"2734","P01435","20170504","99991231",,"Male",
"2735","P01371","20170506","99991231",,"Female",
"2736","P00425","20170507","99991231",,"Male",
"2737","P00419","20170510","99991231",,"Male",
"2738","P00426","20170510","99991231",,"Male",
"2739","P01369","20170510","99991231",,"Female",
"2740","P00428","20170517","99991231",,"Male",
"2741","P01386","20170519","99991231",,"Male",
"2742","P00430","20170524","99991231",,"Male",
"2743","P01438","20170524","99991231",,"Male",
"2744","P00431","20170601","99991231",,"Female",
"2745","P00451","20170614","99991231",,"Female",
"2746","P01440","20170614","99991231",,"Male",
"2747","P00432","20170615","99991231",,"Male",
"2748","P00433","20170615","99991231",,"Male",
"2749","P00438","20170628","99991231",,"Male",
"2750","P00264","20170705","99991231",,"Female",
"2751","P01391","20170705","99991231",,"Male",
"2752","P00440","20170707","99991231",,"Male",
"2753","P01384","20170707","99991231",,"Female",
"2754","P00429","20170712","99991231",,"Male",
"2755","P00444","20170712","99991231",,"Male",
"2756","P00447","20170712","99991231",,"Male",
"2757","P00458","20170712","99991231",,"Male",
"2758","P01380","20170712","99991231",,"Male",
"2759","P01389","20170716","99991231",,"Male",
"2760","P00443","20170719","99991231",,"Female",
"2761","P00457","20170719","99991231",,"Male",
"2762","P01381","20170726","99991231",,"Male",
"2763","P01383","20170726","99991231",,"Male",
"2764","P00439","20170802","99991231",,"Male",
"2765","P00471","20170802","99991231",,"Male",
"2766","P01441","20170805","99991231",,"Male",
"2767","P01385","20170809","99991231",,"Female",
"2768","P00448","20170816","99991231",,"Male",
"2769","P00460","20170816","99991231",,"Male",
"2770","P00454","20170828","99991231",,"Male",
"2771","P00474","20170830","99991231",,"Male",
"2772","P00434","20170901","99991231",,"Male",
"2773","P00436","20170901","99991231",,"Male",
"2774","P00441","20170901","99991231",,"Male",
"2775","P00456","20170901","99991231",,"Male",
"2776","P00475","20170901","99991231",,"Male",
"2777","P01387","20170901","99991231",,"Male",
"2778","P01394","20170902","99991231",,"Male",
"2779","P00392","20170906","99991231",,"Male",
"2780","P00398","20170906","99991231",,"Male",
"2781","P00411","20170906","99991231",,"Female",
"2782","P00417","20170906","99991231",,"Male",
"2783","P00424","20170906","99991231",,"Female",
"2784","P00435","20170906","99991231",,"Male",
"2785","P00446","20170906","99991231",,"Male",
"2786","P00452","20170906","99991231",,"Male",
"2787","P00469","20170906","99991231",,"Male",
"2788","P01378","20170906","99991231",,"Male",
"2789","P00470","20170913","99991231",,"Female",
"2790","P01388","20170913","99991231",,"Female",
"2791","P01449","20170913","99991231",,"Female",
"2792","P00476","20170915","99991231",,"Male",
"2793","P00461","20170920","99991231",,"Female",
"2794","P00484","20170920","99991231",,"Male",
"2795","P00485","20170920","99991231",,"Male",
"2796","P00495","20170920","99991231",,"Female",
"2797","P01392","20170920","99991231",,"Female",
"2798","P00483","20170927","99991231",,"Female",
"2799","P00487","20171001","99991231",,"Female",
"2800","P00491","20171001","99991231",,"Female",
"2801","P00459","20171004","99991231",,"Male",
"2802","P00463","20171004","99991231",,"Female",
"2803","P00482","20171004","99991231",,"Male",
"2804","P00486","20171004","99991231",,"Female",
"2805","P01395","20171004","99991231",,"Male",
"2806","P00445","20171007","99991231",,"Male",
"2807","P01401","20171013","99991231",,"Male",
"2808","P00489","20171015","99991231",,"Female",
"2809","P00455","20171018","99991231",,"Male",
"2810","P00477","20171025","99991231",,"Male",
"2811","P00488","20171025","99991231",,"Male",
"2812","P00494","20171025","99991231",,"Male",
"2813","P01453","20171026","99991231",,"Female",
"2814","P01455","20171027","99991231",,"Male",
"2815","P00462","20171101","99991231",,"Male",
"2816","P00480","20171101","99991231",,"Male",
"2817","P00490","20171101","99991231",,"Male",
"2818","P00496","20171101","99991231",,"Male",
"2819","P01396","20171101","99991231",,"Male",
"2820","P01403","20171101","99991231",,"Female",
"2821","P01472","20171101","99991231",,"Female",
"2822","P00449","20171102","99991231",,"Male",
"2823","P00450","20171103","99991231",,"Male",
"2824","P00466","20171104","99991231",,"Male",
"2825","P00472","20171108","99991231",,"Female",
"2826","P01402","20171108","99991231",,"Male",
"2827","P00479","20171115","99991231",,"Female",
"2828","P00492","20171115","99991231",,"Female",
"2829","P00493","20171115","99991231",,"Male",
